Body
Date,Weight,BMI,Fat
"2017-08-26","160.0","23.17",""
"2018-03-27","146.0","21.14",""
"2019-08-09","158.0","22.88",""
"2021-02-16","155.4","22.5",""

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"2019-07-30","1,653","0","0","10","1,433","7","0","0","353"
"2019-07-31","2,095","4,680","2","19","1,287","137","0","0","795"
"2019-08-01","2,693","8,159","3","8","782","237","27","19","1,393"
"2019-08-02","2,570","9,189","4","10","683","203","28","8","1,270"
"2019-08-03","2,463","6,925","3","0","796","251","0","0","1,163"
"2019-08-04","2,432","7,451","3","2","763","235","7","7","1,132"
"2019-08-05","2,639","10,332","4","31","282","205","18","13","1,339"
"2019-08-06","2,887","11,347","5","16","275","237","41","19","1,587"
"2019-08-07","2,670","10,639","5","26","308","190","31","25","1,370"
"2019-08-08","2,623","10,381","4","19","385","166","40","38","1,323"
"2019-08-09","3,428","13,571","6","9","211","395","73","9","2,128"
"2019-08-10","3,780","16,513","7","12","74","360","158","26","2,480"
"2019-08-11","2,793","10,169","4","4","170","247","57","12","1,493"
"2019-08-12","2,640","10,500","4","31","711","250","31","4","1,340"
"2019-08-13","2,715","11,822","5","28","290","190","25","29","1,415"
"2019-08-14","2,870","12,943","6","27","279","258","15","24","1,570"
"2019-08-15","2,824","10,436","5","8","244","254","7","25","1,524"
"2019-08-16","2,660","10,369","5","6","196","202","22","29","1,360"
"2019-08-17","2,664","11,424","5","1","215","206","4","46","1,364"
"2019-08-18","2,971","11,859","5","0","607","325","27","23","1,671"
"2019-08-19","2,544","11,328","5","34","230","159","12","38","1,244"
"2019-08-20","2,741","13,351","6","39","330","185","7","43","1,441"
"2019-08-21","2,841","12,572","6","19","275","208","15","49","1,541"
"2019-08-22","2,674","10,798","4","19","207","240","20","18","1,374"
"2019-08-23","2,707","10,630","5","25","243","261","1","15","1,407"
"2019-08-24","2,988","11,178","5","2","191","379","25","3","1,688"
"2019-08-25","3,648","23,836","10","105","112","231","53","140","2,348"
"2019-08-26","2,735","11,437","5","24","807","164","25","44","1,435"
"2019-08-27","2,619","11,666","5","19","763","189","6","24","1,319"
"2019-08-28","2,583","10,441","4","12","367","186","25","35","1,283"
"2019-08-29","2,728","12,195","6","13","414","163","7","53","1,428"
"2019-08-30","2,811","16,591","8","56","287","122","8","89","1,511"
"2019-08-31","3,012","14,602","6","8","179","228","47","67","1,712"
"2019-09-01","2,632","11,182","5","15","128","212","16","35","1,332"
"2019-09-02","2,474","10,206","5","33","199","122","9","50","1,174"
"2019-09-03","2,668","11,215","5","16","637","145","15","54","1,368"
"2019-09-04","2,936","13,392","6","32","724","221","17","34","1,636"
"2019-09-05","2,767","11,165","5","22","385","213","24","23","1,467"
"2019-09-06","2,618","11,061","5","40","181","217","7","32","1,318"
"2019-09-07","2,796","10,940","5","0","680","301","6","34","1,496"
"2019-09-08","2,980","11,049","5","4","118","343","41","11","1,680"
"2019-09-09","2,619","10,373","5","15","217","189","7","29","1,319"
"2019-09-10","3,090","13,674","6","30","145","313","13","25","1,790"
"2019-09-11","2,665","10,870","5","3","450","186","10","41","1,365"
"2019-09-12","3,065","11,985","5","0","41","300","60","23","1,765"
"2019-09-13","3,115","13,028","5","4","43","373","46","16","1,815"
"2019-09-14","3,456","16,020","7","2","101","350","88","45","2,156"
"2019-09-15","3,436","16,213","8","6","205","334","53","51","2,136"
"2019-09-16","2,973","11,420","5","11","87","222","40","46","1,673"
"2019-09-17","2,535","10,433","4","10","527","207","17","27","1,235"
"2019-09-18","2,686","10,327","4","35","309","258","24","7","1,386"
"2019-09-19","2,613","11,213","5","11","207","200","3","34","1,313"
"2019-09-20","2,738","12,400","6","22","819","207","18","30","1,438"
"2019-09-21","2,824","11,479","5","0","554","262","31","33","1,524"
"2019-09-22","2,808","11,269","5","0","125","257","24","35","1,508"
"2019-09-23","2,693","11,448","5","22","213","216","7","26","1,393"
"2019-09-24","3,165","14,577","7","14","617","192","62","63","1,865"
"2019-09-25","2,679","10,664","4","59","649","252","6","16","1,379"
"2019-09-26","3,032","11,713","6","12","188","208","20","59","1,732"
"2019-09-27","2,821","13,842","6","29","345","172","24","59","1,521"
"2019-09-28","3,657","15,991","7","5","458","411","90","28","2,357"
"2019-09-29","2,729","10,848","4","3","646","222","21","46","1,429"
"2019-09-30","2,717","11,649","6","17","292","193","11","28","1,417"
"2019-10-01","2,820","12,435","6","18","377","204","16","51","1,520"
"2019-10-02","2,844","13,599","6","26","338","222","9","29","1,544"
"2019-10-03","1,613","0","0","8","1,440","0","0","0","313"
"2019-10-04","1,613","0","0","8","1,440","0","0","0","313"
"2019-10-05","3,833","17,071","7","7","491","371","137","49","2,533"
"2019-10-06","2,825","11,491","5","15","660","229","31","34","1,525"
"2019-10-07","2,708","10,243","4","23","747","212","21","30","1,408"
"2019-10-08","2,670","10,754","4","34","768","197","15","38","1,370"
"2019-10-09","2,773","10,621","4","56","255","220","31","25","1,473"
"2019-10-10","2,638","11,197","5","47","232","191","22","32","1,338"
"2019-10-11","1,911","1,894","0","50","537","110","0","0","611"
"2019-10-12","3,368","14,758","6","2","947","432","43","18","2,068"
"2019-10-13","3,017","11,470","5","0","585","299","53","14","1,717"
"2019-10-14","2,714","10,590","4","43","663","231","9","21","1,414"
"2019-10-15","2,800","11,558","5","49","856","248","18","32","1,500"
"2019-10-16","2,929","11,257","5","21","177","279","36","18","1,629"
"2019-10-17","3,223","11,850","5","1","85","368","63","14","1,923"
"2019-10-18","3,578","13,082","5","1","0","352","122","33","2,278"
"2019-10-19","3,405","13,211","6","2","29","348","90","28","2,105"
"2019-10-20","3,432","13,957","6","0","121","422","94","11","2,132"
"2019-10-21","2,579","10,200","4","33","388","244","7","18","1,279"
"2019-10-22","2,583","10,832","4","17","319","157","5","54","1,283"
"2019-10-23","2,601","10,682","4","10","150","248","12","15","1,301"
"2019-10-24","2,557","10,529","4","34","273","206","3","18","1,257"
"2019-10-25","2,563","10,698","4","30","841","174","16","35","1,263"
"2019-10-26","2,927","10,328","4","0","776","286","25","38","1,627"
"2019-10-27","2,602","10,234","4","21","607","228","9","40","1,302"
"2019-10-28","2,616","10,192","4","41","109","187","26","36","1,316"
"2019-10-29","2,651","10,484","4","10","377","202","12","32","1,351"
"2019-10-30","2,533","10,269","4","33","247","125","11","54","1,233"
"2019-10-31","2,803","12,276","5","42","80","243","21","29","1,503"
"2019-11-01","3,024","17,283","7","65","706","179","39","83","1,724"
"2019-11-02","2,783","10,054","4","1","629","226","34","35","1,483"
"2019-11-03","3,262","14,306","6","1","46","340","35","43","1,962"
"2019-11-04","2,926","12,574","5","51","169","206","23","57","1,626"
"2019-11-05","2,556","10,532","4","16","817","147","14","44","1,256"
"2019-11-06","2,369","7,644","3","14","723","156","13","16","1,069"
"2019-11-07","2,385","6,925","3","6","802","172","4","7","1,085"
"2019-11-08","2,676","7,828","3","3","259","229","24","5","1,376"
"2019-11-09","2,425","5,180","2","1","268","169","24","5","1,125"
"2019-11-10","2,355","6,711","3","6","723","138","4","38","1,055"
"2019-11-11","2,687","7,904","3","13","106","187","52","24","1,387"
"2019-11-12","2,190","3,535","1","1","169","174","7","1","890"
"2019-11-13","2,405","3,581","1","3","295","181","0","0","1,105"
"2019-11-14","2,020","2,093","0","0","931","137","0","0","720"
"2019-11-15","2,015","2,369","1","5","781","125","0","0","715"
"2019-11-16","2,045","2,360","1","2","262","114","7","8","745"
"2019-11-17","2,291","4,080","1","0","295","167","0","0","991"
"2019-11-18","1,639","0","0","3","1,430","10","0","0","339"
"2019-11-19","2,221","4,862","2","6","1,221","140","8","2","921"
"2019-11-20","2,682","8,776","4","6","652","246","0","0","1,382"
"2019-11-21","2,572","7,614","3","2","813","223","4","10","1,272"
"2019-11-22","2,842","7,872","3","0","731","265","28","10","1,542"
"2019-11-23","2,518","5,488","2","0","745","223","18","2","1,218"
"2019-11-24","2,786","6,686","3","1","180","285","26","0","1,486"
"2019-11-25","2,569","7,724","3","7","282","209","15","17","1,269"
"2019-11-26","2,584","7,105","3","2","640","239","12","8","1,284"
"2019-11-27","2,561","6,973","3","5","344","219","26","2","1,261"
"2019-11-28","2,410","4,903","2","2","425","179","30","8","1,110"
"2019-11-29","2,050","2,350","1","2","884","130","0","0","750"
"2019-11-30","2,380","4,430","2","4","469","219","3","7","1,080"
"2019-12-01","2,373","4,072","1","3","189","156","43","5","1,073"
"2019-12-02","2,619","6,530","2","1","288","261","17","4","1,319"
"2019-12-03","2,399","5,486","2","1","744","212","13","1","1,099"
"2019-12-04","2,306","4,788","2","2","714","198","9","0","1,006"
"2019-12-05","2,435","5,766","2","4","279","234","0","0","1,135"
"2019-12-06","2,651","8,485","3","5","243","254","24","9","1,351"
"2019-12-07","2,324","5,141","2","0","222","192","17","7","1,024"
"2019-12-08","1,613","0","0","0","1,440","0","0","0","313"
"2019-12-09","1,613","0","0","1","1,440","0","0","0","313"
"2019-12-10","1,613","0","0","2","1,440","0","0","0","313"
"2019-12-11","1,613","0","0","1","1,440","0","0","0","313"
"2019-12-12","2,422","6,553","2","5","813","200","4","6","1,122"
"2019-12-13","2,547","5,241","2","3","796","210","35","15","1,247"
"2019-12-14","2,560","7,099","3","0","690","235","4","15","1,260"
"2019-12-15","2,235","3,490","1","0","700","214","0","0","935"
"2019-12-16","2,480","7,971","3","3","728","243","0","0","1,180"
"2019-12-17","2,268","4,662","2","3","279","183","0","0","968"
"2019-12-18","2,379","5,671","2","3","215","199","0","0","1,079"
"2019-12-19","2,301","4,829","2","3","822","175","9","1","1,001"
"2019-12-20","2,447","6,381","2","3","780","232","6","3","1,147"
"2019-12-21","2,545","6,446","2","0","721","229","26","5","1,245"
"2019-12-22","2,515","5,760","2","1","77","226","34","9","1,215"
"2019-12-23","2,252","5,527","2","0","370","113","29","18","952"
"2019-12-24","2,332","4,854","2","1","772","197","11","17","1,032"
"2019-12-25","2,097","3,530","1","4","769","131","4","13","797"
"2019-12-26","2,049","2,252","1","0","564","173","0","0","749"
"2019-12-27","2,801","15,190","6","26","655","211","25","63","1,501"
"2019-12-28","2,331","6,564","3","9","708","160","19","31","1,031"
"2019-12-29","2,617","10,734","4","13","159","196","11","48","1,317"
"2019-12-30","2,296","5,847","2","13","723","164","5","25","996"
"2019-12-31","2,804","13,331","6","31","120","150","39","85","1,504"
"2020-01-01","2,430","5,096","2","3","155","232","1","0","1,130"
"2020-01-02","2,487","7,342","3","3","91","206","11","9","1,187"
"2020-01-03","2,553","7,351","3","1","144","176","44","19","1,253"
"2020-01-04","2,716","10,077","4","0","574","258","28","33","1,416"
"2020-01-05","2,422","6,325","2","0","108","201","10","19","1,122"
"2020-01-06","2,226","4,939","2","2","235","183","0","0","926"
"2020-01-07","2,637","10,794","4","2","251","216","4","29","1,337"
"2020-01-08","2,609","10,562","4","4","210","191","6","48","1,309"
"2020-01-09","2,818","10,175","4","5","682","203","42","41","1,518"
"2020-01-10","2,822","10,197","4","4","110","282","36","16","1,522"
"2020-01-11","2,760","10,275","4","1","38","213","34","52","1,460"
"2020-01-12","2,509","6,616","3","3","124","239","16","16","1,209"
"2020-01-13","2,693","10,416","4","4","252","201","13","51","1,393"
"2020-01-14","2,524","9,330","4","6","732","203","6","34","1,224"
"2020-01-15","2,513","8,764","4","3","760","188","3","32","1,213"
"2020-01-16","2,211","5,382","2","4","343","145","2","9","911"
"2020-01-17","2,667","8,159","3","7","341","247","18","13","1,367"
"2020-01-18","2,789","8,084","3","0","733","252","39","27","1,489"
"2020-01-19","2,896","10,636","4","7","2","198","91","35","1,596"
"2020-01-20","2,584","10,172","4","0","18","194","19","44","1,284"
"2020-01-21","2,780","7,167","3","1","156","232","71","10","1,480"
"2020-01-22","2,721","11,575","5","7","249","204","14","47","1,421"
"2020-01-23","2,445","8,291","3","8","198","172","8","31","1,145"
"2020-01-24","2,489","8,264","3","1","287","184","14","24","1,189"
"2020-01-25","2,751","10,292","4","5","657","225","29","36","1,451"
"2020-01-26","2,771","7,580","3","0","55","208","59","31","1,471"
"2020-01-27","2,579","10,268","4","7","188","202","5","35","1,279"
"2020-01-28","2,327","6,472","2","2","771","149","8","20","1,027"
"2020-01-29","2,430","7,597","3","1","690","205","14","16","1,130"
"2020-01-30","2,455","7,893","3","4","806","166","18","15","1,155"
"2020-01-31","2,520","5,864","2","0","210","206","43","5","1,220"
"2020-02-01","2,199","4,801","2","8","365","157","13","8","899"
"2020-02-02","2,133","3,763","1","10","225","155","9","4","833"
"2020-02-03","2,260","6,553","2","22","180","122","16","27","960"
"2020-02-04","2,075","2,918","1","5","739","119","17","6","775"
"2020-02-05","2,088","3,008","1","3","223","135","8","1","788"
"2020-02-06","2,361","6,880","3","15","301","153","18","22","1,061"
"2020-02-07","2,145","6,104","2","12","920","91","14","27","845"
"2020-02-08","2,073","2,727","1","3","326","149","0","0","773"
"2020-02-09","2,495","5,927","2","6","167","198","26","5","1,195"
"2020-02-10","2,866","10,645","4","8","629","257","18","37","1,566"
"2020-02-11","2,293","6,171","2","2","360","154","17","17","993"
"2020-02-12","2,490","6,843","3","4","302","181","27","12","1,190"
"2020-02-13","2,611","8,227","3","5","672","140","17","60","1,311"
"2020-02-14","2,315","5,221","2","1","225","139","31","8","1,015"
"2020-02-15","2,992","8,673","3","2","22","202","97","50","1,692"
"2020-02-16","2,356","5,492","2","2","96","203","16","2","1,056"
"2020-02-17","3,354","12,252","5","2","0","278","121","54","2,054"
"2020-02-18","2,567","10,100","4","0","252","165","14","43","1,267"
"2020-02-19","3,018","10,772","4","6","186","254","57","31","1,718"
"2020-02-20","2,376","7,553","3","6","751","153","8","30","1,076"
"2020-02-21","2,440","7,647","3","7","751","179","7","25","1,140"
"2020-02-22","2,322","5,070","2","3","229","187","18","10","1,022"
"2020-02-23","2,890","10,112","4","3","103","298","47","13","1,590"
"2020-02-24","2,789","10,976","5","6","321","149","51","60","1,489"
"2020-02-25","2,670","10,775","4","11","381","133","37","53","1,370"
"2020-02-26","2,414","6,865","3","7","248","152","25","20","1,114"
"2020-02-27","2,656","6,663","3","5","707","221","38","5","1,356"
"2020-02-28","2,431","6,993","3","6","729","233","0","0","1,131"
"2020-02-29","2,679","6,715","3","0","590","223","53","17","1,379"
"2020-03-01","3,110","12,674","5","9","0","277","59","60","1,810"
"2020-03-02","2,852","8,470","3","3","0","499","26","31","1,552"
"2020-03-03","3,065","2,637","1","4","0","1,133","0","0","1,765"
"2020-03-04","2,414","5,429","2","4","737","189","7","14","1,114"
"2020-03-05","2,530","7,688","3","3","278","166","13","42","1,230"
"2020-03-06","2,756","10,542","4","8","673","204","30","42","1,456"
"2020-03-07","3,182","10,371","4","4","37","268","95","38","1,882"
"2020-03-08","3,011","10,213","4","5","0","244","80","33","1,711"
"2020-03-09","2,500","7,264","3","2","180","211","19","14","1,200"
"2020-03-10","2,502","7,735","3","9","665","176","14","26","1,202"
"2020-03-11","2,643","8,936","4","4","673","212","34","30","1,343"
"2020-03-12","2,580","6,170","2","0","281","222","46","6","1,280"
"2020-03-13","2,566","6,687","3","5","244","187","35","25","1,266"
"2020-03-14","2,490","6,001","2","0","690","215","23","8","1,190"
"2020-03-15","2,633","7,694","3","1","624","231","41","10","1,333"
"2020-03-16","2,309","4,027","1","1","942","188","12","1","1,009"
"2020-03-17","2,496","5,799","2","0","344","222","22","7","1,196"
"2020-03-18","2,505","5,046","2","2","348","135","58","31","1,205"
"2020-03-19","1,613","0","0","4","1,440","0","0","0","313"
"2020-03-20","1,613","0","0","8","1,440","0","0","0","313"
"2020-03-21","1,613","0","0","8","1,440","0","0","0","313"
"2020-03-22","1,613","0","0","6","1,440","0","0","0","313"
"2020-03-23","1,613","0","0","11","1,440","0","0","0","313"
"2020-03-24","1,613","0","0","10","1,440","0","0","0","313"
"2020-03-25","1,613","0","0","7","1,440","0","0","0","313"
"2020-03-26","1,613","0","0","15","1,440","0","0","0","313"
"2020-03-27","1,613","0","0","13","1,440","0","0","0","313"
"2020-03-28","1,613","0","0","23","1,440","0","0","0","313"
"2020-03-29","1,613","0","0","19","1,440","0","0","0","313"
"2020-03-30","1,613","0","0","5","1,440","0","0","0","313"
"2020-03-31","1,613","0","0","3","1,440","0","0","0","313"
"2020-04-01","1,613","0","0","9","1,440","0","0","0","313"
"2020-04-02","1,613","0","0","7","1,440","0","0","0","313"
"2020-04-03","1,613","0","0","6","1,440","0","0","0","313"
"2020-04-04","1,613","0","0","10","1,440","0","0","0","313"
"2020-04-05","1,613","0","0","14","1,440","0","0","0","313"
"2020-04-06","1,613","0","0","9","1,440","0","0","0","313"
"2020-04-07","1,613","0","0","7","1,440","0","0","0","313"
"2020-04-08","1,613","0","0","11","1,440","0","0","0","313"
"2020-04-09","1,613","0","0","11","1,440","0","0","0","313"
"2020-04-10","1,613","0","0","18","1,440","0","0","0","313"
"2020-04-11","1,613","0","0","21","1,440","0","0","0","313"
"2020-04-12","1,613","0","0","15","1,440","0","0","0","313"
"2020-04-13","1,613","0","0","10","1,440","0","0","0","313"
"2020-04-14","1,613","0","0","15","1,440","0","0","0","313"
"2020-04-15","1,613","0","0","11","1,440","0","0","0","313"
"2020-04-16","1,613","0","0","18","1,440","0","0","0","313"
"2020-04-17","1,613","0","0","11","1,440","0","0","0","313"
"2020-04-18","1,613","0","0","13","1,440","0","0","0","313"
"2020-04-19","1,613","0","0","18","1,440","0","0","0","313"
"2020-04-20","1,613","0","0","19","1,440","0","0","0","313"
"2020-04-21","1,613","0","0","14","1,440","0","0","0","313"
"2020-04-22","1,613","0","0","15","1,440","0","0","0","313"
"2020-04-23","1,613","0","0","11","1,440","0","0","0","313"
"2020-04-24","1,613","0","0","17","1,440","0","0","0","313"
"2020-04-25","1,613","0","0","15","1,440","0","0","0","313"
"2020-04-26","1,613","0","0","16","1,440","0","0","0","313"
"2020-04-27","1,613","0","0","13","1,440","0","0","0","313"
"2020-04-28","1,613","0","0","13","1,440","0","0","0","313"
"2020-04-29","1,666","419","0","5","1,333","15","0","0","366"
"2020-04-30","2,741","10,053","4","11","649","276","20","2","1,441"
"2020-05-01","2,761","10,855","4","7","643","258","31","12","1,461"
"2020-05-02","2,951","13,189","6","15","666","255","41","37","1,651"
"2020-05-03","2,688","10,064","4","12","595","221","43","9","1,388"
"2020-05-04","2,721","8,532","3","8","156","245","39","8","1,421"
"2020-05-05","2,709","8,146","3","3","184","241","44","10","1,409"
"2020-05-06","2,623","7,518","3","2","12","219","42","13","1,323"
"2020-05-07","2,231","4,228","1","0","236","205","0","0","931"
"2020-05-08","2,908","8,043","3","0","205","240","49","30","1,608"
"2020-05-09","3,120","14,481","6","118","93","176","48","97","1,820"
"2020-05-10","2,787","9,763","4","0","505","323","22","14","1,487"
"2020-05-11","2,549","6,946","3","1","145","202","33","20","1,249"
"2020-05-12","2,441","5,002","2","0","194","207","23","10","1,141"
"2020-05-13","2,167","4,622","2","0","805","140","3","12","867"
"2020-05-14","2,580","6,074","2","1","179","293","0","0","1,280"
"2020-05-15","2,920","8,482","3","1","164","290","18","23","1,620"
"2020-05-16","2,346","5,118","2","0","700","182","18","14","1,046"
"2020-05-17","2,844","8,430","3","5","536","245","66","17","1,544"
"2020-05-18","2,262","4,420","2","0","701","198","0","0","962"
"2020-05-19","2,553","8,749","4","2","680","210","18","31","1,253"
"2020-05-20","2,379","5,665","2","0","94","233","8","0","1,079"
"2020-05-21","2,608","8,572","3","1","147","236","14","20","1,308"
"2020-05-22","2,535","6,690","3","0","187","244","1","13","1,235"
"2020-05-23","2,794","11,164","5","39","639","244","23","42","1,494"
"2020-05-24","3,008","13,579","6","130","33","195","40","60","1,708"
"2020-05-25","3,355","17,943","8","69","0","270","60","78","2,055"
"2020-05-26","2,360","5,438","2","0","274","214","0","0","1,060"
"2020-05-27","2,486","7,155","3","0","728","189","4","29","1,186"
"2020-05-28","2,456","6,050","2","1","667","234","0","0","1,156"
"2020-05-29","2,828","8,483","3","2","146","265","30","14","1,528"
"2020-05-30","2,566","7,146","3","1","278","140","31","46","1,266"
"2020-05-31","1,613","0","0","2","1,440","0","0","0","313"
"2020-06-01","1,613","0","0","0","1,353","0","0","0","313"
"2020-06-02","2,320","6,527","2","2","766","154","9","25","1,020"
"2020-06-03","2,392","6,547","2","0","686","214","10","10","1,092"
"2020-06-04","2,366","5,795","2","2","698","212","0","0","1,066"
"2020-06-05","2,887","8,470","3","0","584","222","74","25","1,587"
"2020-06-06","3,093","12,345","5","110","619","202","84","45","1,793"
"2020-06-07","2,193","3,999","1","0","17","192","4","5","893"
"2020-06-08","2,238","4,568","2","3","252","162","5","5","938"
"2020-06-09","2,445","8,579","3","2","705","166","9","35","1,145"
"2020-06-10","2,188","3,853","1","0","242","162","0","0","888"
"2020-06-11","2,450","7,532","3","1","192","257","0","0","1,150"
"2020-06-12","2,409","5,028","2","1","731","196","2","14","1,109"
"2020-06-13","3,143","14,788","6","114","626","197","44","89","1,843"
"2020-06-14","3,267","10,008","4","12","15","240","144","26","1,967"
"2020-06-15","1,852","1,916","0","1","509","61","0","0","552"
"2020-06-16","1,613","0","0","1","1,407","0","0","0","313"
"2020-06-17","2,294","6,079","2","3","742","163","25","10","994"
"2020-06-18","2,526","8,118","3","2","689","237","14","11","1,226"
"2020-06-19","2,583","7,952","3","4","645","233","5","20","1,283"
"2020-06-20","3,066","14,435","6","152","651","258","41","57","1,766"
"2020-06-21","2,958","9,734","4","1","459","251","85","29","1,658"
"2020-06-22","2,269","5,747","2","1","211","192","0","0","969"
"2020-06-23","2,232","4,846","2","0","226","194","0","0","932"
"2020-06-24","2,390","6,308","2","2","694","242","0","0","1,090"
"2020-06-25","2,433","7,052","3","2","704","210","15","5","1,133"
"2020-06-26","2,957","9,970","4","1","622","314","36","10","1,657"
"2020-06-27","3,043","14,559","6","47","0","239","74","46","1,743"
"2020-06-28","2,647","10,351","4","16","0","140","51","40","1,347"
"2020-06-29","2,285","5,830","2","0","271","219","0","0","985"
"2020-06-30","2,320","6,508","2","1","712","191","1","15","1,020"
"2020-07-01","2,434","6,460","2","4","190","224","22","1","1,134"
"2020-07-02","2,486","7,652","3","4","178","263","18","3","1,186"
"2020-07-03","2,828","9,058","4","1","94","253","29","38","1,528"
"2020-07-04","4,245","16,276","7","5","0","173","272","122","2,945"
"2020-07-05","3,683","17,065","7","3","0","199","124","122","2,383"
"2020-07-06","4,254","20,859","9","0","0","319","276","63","2,954"
"2020-07-07","3,222","11,022","5","0","0","185","158","33","1,922"
"2020-07-08","2,609","10,932","5","67","89","180","40","35","1,309"
"2020-07-09","2,697","12,215","5","100","137","136","42","52","1,397"
"2020-07-10","2,015","2,466","1","2","289","117","0","0","715"
"2020-07-11","2,882","14,432","6","24","0","237","19","68","1,582"
"2020-07-12","2,826","10,833","4","8","51","209","50","53","1,526"
"2020-07-13","3,148","16,635","7","39","0","179","47","106","1,848"
"2020-07-14","2,592","9,368","4","4","12","217","37","17","1,292"
"2020-07-15","3,033","11,261","5","10","12","281","77","15","1,733"
"2020-07-16","2,864","10,002","4","13","0","217","65","32","1,564"
"2020-07-17","3,444","17,762","8","5","386","267","128","47","2,144"
"2020-07-18","3,295","14,337","6","9","425","223","141","43","1,995"
"2020-07-19","2,377","7,464","3","9","607","239","18","3","1,077"
"2020-07-20","2,753","6,491","2","2","0","273","38","17","1,453"
"2020-07-21","2,796","10,216","4","12","37","196","52","59","1,496"
"2020-07-22","2,206","5,981","2","2","218","151","1","29","906"
"2020-07-23","2,532","8,232","3","7","89","215","30","8","1,232"
"2020-07-24","3,096","10,796","4","5","147","200","101","49","1,796"
"2020-07-25","2,532","7,810","4","10","146","129","45","33","1,232"
"2020-07-26","2,778","9,643","4","5","0","263","42","21","1,478"
"2020-07-27","2,762","7,713","3","8","560","251","32","29","1,462"
"2020-07-28","2,623","9,886","5","18","646","218","16","26","1,323"
"2020-07-29","2,657","8,810","4","2","221","225","2","31","1,357"
"2020-07-30","2,545","5,941","2","9","65","203","22","28","1,245"
"2020-07-31","2,725","8,643","4","9","103","145","53","43","1,425"
"2020-08-01","3,215","13,048","5","9","0","295","73","40","1,915"
"2020-08-02","2,724","10,071","4","5","0","221","38","28","1,424"
"2020-08-03","2,942","11,202","5","4","47","222","110","32","1,642"
"2020-08-04","3,171","13,066","5","10","19","300","72","45","1,871"
"2020-08-05","1,613","0","0","4","1,440","0","0","0","313"
"2020-08-06","1,613","0","0","5","1,440","0","0","0","313"
"2020-08-07","1,613","0","0","3","1,440","0","0","0","313"
"2020-08-08","1,613","0","0","3","1,440","0","0","0","313"
"2020-08-09","1,613","0","0","4","1,440","0","0","0","313"
"2020-08-10","1,613","0","0","4","1,440","0","0","0","313"
"2020-08-11","1,738","816","0","2","1,359","49","0","0","438"
"2020-08-12","2,374","4,657","2","5","720","198","20","7","1,074"
"2020-08-13","3,262","8,041","3","1","414","337","92","19","1,962"
"2020-08-14","2,392","4,792","2","3","693","218","0","0","1,092"
"2020-08-15","2,593","7,859","3","4","10","196","34","22","1,293"
"2020-08-16","2,835","10,900","4","74","947","193","29","57","1,535"
"2020-08-17","3,024","8,587","3","17","0","222","98","27","1,724"
"2020-08-18","3,615","14,290","6","14","464","295","108","86","2,315"
"2020-08-19","4,491","23,620","10","49","308","286","196","153","3,191"
"2020-08-20","4,446","21,779","9","39","0","332","216","116","3,146"
"2020-08-21","4,388","21,912","10","29","0","269","221","126","3,088"
"2020-08-22","3,628","19,148","8","17","19","259","150","73","2,328"
"2020-08-23","2,608","9,085","4","15","79","272","10","19","1,308"
"2020-08-24","2,679","7,732","3","14","639","221","39","41","1,379"
"2020-08-25","2,760","6,183","2","3","81","214","70","11","1,460"
"2020-08-26","2,469","5,875","2","3","25","274","0","0","1,169"
"2020-08-27","2,481","6,857","3","4","10","250","9","15","1,181"
"2020-08-28","2,690","10,565","4","20","73","163","36","56","1,390"
"2020-08-29","2,580","7,707","3","6","0","281","17","1","1,280"
"2020-08-30","2,515","8,220","3","12","0","170","43","28","1,215"
"2020-08-31","2,464","7,540","3","10","622","231","6","14","1,164"
"2020-09-01","2,635","9,433","4","26","368","222","31","22","1,335"
"2020-09-02","2,039","2,812","1","0","269","155","0","0","739"
"2020-09-03","1,613","0","0","4","1,440","0","0","0","313"
"2020-09-04","1,613","0","0","9","1,440","0","0","0","313"
"2020-09-05","1,613","0","0","9","1,440","0","0","0","313"
"2020-09-06","1,613","0","0","24","1,440","0","0","0","313"
"2020-09-07","1,613","0","0","9","1,440","0","0","0","313"
"2020-09-08","1,613","0","0","9","1,440","0","0","0","313"
"2020-09-09","1,613","0","0","8","1,440","0","0","0","313"
"2020-09-10","1,613","0","0","6","1,440","0","0","0","313"
"2020-09-11","1,613","0","0","19","1,440","0","0","0","313"
"2020-09-12","1,867","1,600","0","42","1,330","89","0","0","567"
"2020-09-13","2,752","9,349","4","34","613","270","14","25","1,452"
"2020-09-14","2,789","10,945","5","7","575","247","49","32","1,489"
"2020-09-15","2,427","5,665","2","9","629","237","8","0","1,127"
"2020-09-16","2,368","5,900","2","8","795","242","0","0","1,068"
"2020-09-17","2,813","8,138","3","2","158","355","16","10","1,513"
"2020-09-18","2,875","8,655","3","9","33","267","71","24","1,575"
"2020-09-19","2,547","7,829","3","11","207","237","16","18","1,247"
"2020-09-20","1,613","0","0","18","1,440","0","0","0","313"
"2020-09-21","1,613","0","0","12","1,440","0","0","0","313"
"2020-09-22","2,292","5,133","2","2","1,195","219","0","0","992"
"2020-09-23","2,422","5,696","2","17","581","189","21","19","1,122"
"2020-09-24","2,767","8,144","3","15","691","224","28","38","1,467"
"2020-09-25","2,485","5,884","2","5","672","229","8","6","1,185"
"2020-09-26","2,467","6,857","3","3","274","204","22","8","1,167"
